st_code,dt_code,state,district,current_ac_cr,savings_ac_cr,deposit_cr,credit_cr,population,housing_loan_cr,con_durable_loan_cr,auto_loan_cr,education_loan_cr,cc_loan_cr,others_loan_cr
1,14,JAMMU & KASHMIR,ANANTNAG,919.8,3615.6,7860.7,5883.4,1741725,683.1,294.5,331.1,33.1,66.2,1719.2
1,2,JAMMU & KASHMIR,BADGAM,660.1,2749.3,5467.7,5378.5,1337823,693.1,259.8,216.9,32.6,63,1597.2
1,9,JAMMU & KASHMIR,BANDIPORA,212,954.6,1572.5,1500.9,591096,216.9,85.1,56.5,8,9.7,531.4
1,8,JAMMU & KASHMIR,BARAMULLA,1116.9,3825,7109.6,6661.4,1648282,1009.1,367.2,488.8,55.1,56,2002
1,16,JAMMU & KASHMIR,DODA,253.7,1587.5,3165.9,2450,778491,501.2,149,134.4,6.6,13.3,801.1
1,11,JAMMU & KASHMIR,GANDERBAL,276.8,1003.5,1956,1890,1065975,240.9,97.6,111.7,7.9,22.2,561
1,21,JAMMU & KASHMIR,JAMMU,3110.6,16997.3,62263.3,23988.4,2447076,3594.9,705.2,2320.3,339.8,260.1,6301.2
1,7,JAMMU & KASHMIR,KATHUA,474.5,3360.2,9487.6,4901,894819,608.7,168.4,400.3,26.1,25.3,1130.2
1,18,JAMMU & KASHMIR,KISHTWAR,232.3,1231.5,2574.3,1558,316105,319.7,98.8,80.8,3.2,8.1,484.6
1,15,JAMMU & KASHMIR,KULGAM,282.2,1518.7,2808.1,2306.2,905679,209.3,108.3,125.9,12,20,529.1
1,1,JAMMU & KASHMIR,KUPWARA,356.3,1754.8,2991.7,4316.6,1539059,837.5,245.4,239.4,32.3,31,1488.4
1,5,JAMMU & KASHMIR,POONCH,254,1849.5,3632.6,1944,966823,422.8,137.5,163.3,3.2,7.7,684
1,12,JAMMU & KASHMIR,PULWAMA,584,2376.8,4674.2,5038.6,1415688,463.8,167.3,298,23.5,52.3,1105.2
1,6,JAMMU & KASHMIR,RAJOURI,421.7,2430.3,5958.9,3302.6,918343,573.6,169.8,306.2,8.5,13.3,1305.5
1,17,JAMMU & KASHMIR,RAMBAN,226,954.2,2029.3,1414.6,508249,210.1,75,62.1,2.8,6,531
1,20,JAMMU & KASHMIR,REASI,247.6,1434.2,3806.4,1957,505140,228.6,113.4,126.4,10.8,14.8,693.2
1,22,JAMMU & KASHMIR,SAMBA,309.6,2303.8,6998.8,4176.7,583500,361.9,91,306.7,25.5,28.5,1041.8
1,13,JAMMU & KASHMIR,SHOPIAN,356.6,1072.2,1866.3,2365.8,546428,205.8,70.6,138,13,19.3,283.9
1,10,JAMMU & KASHMIR,SRINAGAR,4264.8,14526.3,36141.4,18529.9,1010883,2087.3,820.8,905.9,122.1,327.7,4834.6
1,19,JAMMU & KASHMIR,UDHAMPUR,351.1,2533.4,7018.7,3489.9,970628,524.8,128.2,304.2,14.6,19,1436.4
20,355,JHARKHAND,BOKARO,1040,8615.1,25336.5,8519,3077879,1048.9,21.2,769.4,141.9,64.9,2083.9
20,347,JHARKHAND,CHATRA,234.1,3408.5,4622.2,1225.9,1736900,40.2,2.7,62,7,6.6,350
20,350,JHARKHAND,DEOGHAR,826.3,4569,10246.2,3700.2,2397341,446.2,5.9,236.3,52.9,26.6,893.7
20,354,JHARKHAND,DHANBAD,2545.5,14712.6,41601.5,15340.7,3842505,1624.3,43.6,1286.5,203.6,84.2,4264.4
20,362,JHARKHAND,DUMKA,567.6,2792,5417.9,1824.5,1948202,110.4,2.4,162.1,9.3,7.6,509.4
20,346,JHARKHAND,GARHWA,262.7,2193.4,3303.1,1042.9,2164762,45.9,1.6,61.5,8.6,8.9,349.1
20,349,JHARKHAND,GIRIDIH,497.9,5583.9,10516.7,4464.9,3854535,227.9,10.3,269.5,35.5,17.8,813.9
20,351,JHARKHAND,GODDA,234.7,3212,5150.4,1728.9,1999904,128.3,0.3,91.7,13.5,7,570.7
20,366,JHARKHAND,GUMLA,204.7,2748,3926.4,1095,1608613,71.7,2,67.3,9.8,2.9,315.4
20,360,JHARKHAND,HAZARIBAG,1371.4,6567.1,13905.9,5714.2,2667628,561.6,17.3,560.1,59.1,39.1,1269.1
20,363,JHARKHAND,JAMTARA,99.3,1476.1,3050.1,740.2,1171976,39,1.7,29.6,7.2,1.6,290
20,365,JHARKHAND,KHUNTI,123,1570.1,2341.8,930.3,837110,65.2,1.1,46.9,5.5,3.8,360.8
20,348,JHARKHAND,KODERMA,297.7,2582.9,4750.2,1767.1,1139824,112.5,6.7,142.3,19.8,12.5,299
20,359,JHARKHAND,LATEHAR,223.2,1788,2513,1102.7,1187257,27.3,0.8,44,5,1.1,387.9
20,356,JHARKHAND,LOHARDAGGA,134.6,1458.9,2161.2,888.5,735851,64.7,2.4,55,7.2,5.3,225.6
20,353,JHARKHAND,PAKUR,205,1894.1,2758.5,1200.2,1366639,69.3,1.8,117.6,3.7,3.6,215.5
20,358,JHARKHAND,PALAMAU,816.6,4330.7,7420.2,2351.5,2970991,116.1,2.9,157.2,25.3,14.2,844.6
20,368,JHARKHAND,PASCHIMI SINGHBHUM,658.4,5771.7,36866.2,4121.5,2201702,161.6,8.2,119.7,30.3,15.8,696.6
20,357,JHARKHAND,PURBI SINGHBHUM,2501.3,13534.1,42944.8,23477.5,3508415,3078.4,84.5,1670.5,726.2,176.5,3039.4
20,361,JHARKHAND,RAMGARH,584.2,4490.8,9925.4,3853.2,1359894,371.1,9.9,267.1,43.8,23.4,1206.4
20,364,JHARKHAND,RANCHI,6687.4,36894.1,91535.1,43666.1,4468559,6179.8,96.5,3117.9,741.9,213.2,6568.5
20,352,JHARKHAND,SAHEBGANJ,352.2,2089.3,3465.5,1249.6,2400037,61.7,2.2,52,11.5,7.5,386.6
20,369,JHARKHAND,SERAIKELA-KHARSAWAN,327.8,3007.6,6728.4,4258.8,1479916,416.1,5.4,279.4,65.8,20.7,606.2
20,367,JHARKHAND,SIMDEGA,113.4,1378.2,1928,513.7,857637,30.6,1,37.5,3.5,2.3,144.7
29,556,KARNATAKA,BAGALKOTE,769.4,4291.8,10042.6,10936.2,2508423,1525.1,29.3,440.5,147.9,34.1,1412.3
29,583,KARNATAKA,BENGALURU RURAL,5005.6,6391,37185,23635.5,1620568,6177.6,8,524.4,151.2,137.6,1538.2
29,572,KARNATAKA,BENGALURU URBAN,144699.1,273346.5,1201175.5,770850.6,16022298,194203.9,1077.3,23237.9,4674.7,10925.6,67630.6
29,555,KARNATAKA,BELAGAVI,2799.8,13954.1,38647,27956,6597014,5015.5,70.1,1096.3,509.4,102.8,4065.7
29,565,KARNATAKA,BALLARI,1075.1,4322.8,14355.3,12147.1,2138539,1360.9,6.5,383.1,138.4,62.8,1530.3
29,558,KARNATAKA,BIDAR,405.8,3417.7,6373.3,6068.9,2266330,737.2,4.1,251.7,126,81.8,1326.7
29,557,KARNATAKA,VIJAYAPURA,883.9,5104,11712,11087.3,3178826,1559.8,10.1,482.6,152.5,29.6,1586.6
29,578,KARNATAKA,CHAMARAJANAGAR,238.3,2203.1,4070.8,5406.2,1298553,830.9,4.7,96.1,59.9,14.2,665
29,582,KARNATAKA,CHIKKABALLAPURA,350.5,3270,6081.3,6660.4,1594291,1509.1,4.1,218.4,97.8,35.4,771.5
29,570,KARNATAKA,CHIKKAMAGALURU,504.8,4984.5,12187.2,10849.9,1400713,1940.1,24.3,349.4,236.6,29.9,1155.8
29,566,KARNATAKA,CHITRADURGA,485.8,3959.9,7617,8369.4,2158593,1414.9,20.8,320.4,121.6,26.2,1333
29,575,KARNATAKA,DAKSHIN KANNAD,3593.8,18488.4,68551.1,45533.9,2848352,10580.2,128.6,2147.6,904,168.2,3894.3
29,567,KARNATAKA,DAVANGERE,728,5074.5,11035.5,14793.7,2537882,2398.4,24.4,789.1,227.8,56.4,2041.7
29,562,KARNATAKA,DHARWAD,1818.6,10468.2,31792,31124.3,2519778,6121.2,57,1371.5,367.7,92,4581.2
29,561,KARNATAKA,GADAG,332.7,2689.4,5844.1,4920.6,1470983,814.2,8.5,138.1,66.4,13.4,711.1
29,579,KARNATAKA,KALABURAGI,1266.4,7676.4,16971.8,13746.3,3569266,2159.2,16.7,627,200,99.8,2312.2
29,574,KARNATAKA,HASSAN,715.9,6129.1,14072.5,15040.6,2201757,2539.7,19.9,533.2,240.8,58.3,1748.1
29,564,KARNATAKA,HAVERI,534.5,3094.3,6513,11281.9,1929887,1452.6,62.3,311.7,107.9,18.5,1079.3
29,576,KARNATAKA,KODAGU,396.2,3580,8659.8,6226,684593,1127.4,7.9,227,151.2,23.9,732.9
29,581,KARNATAKA,KOLAR,620.4,4472,9346.3,8399.2,1938793,1230.7,3.4,323.5,124,62.1,1138.2
29,560,KARNATAKA,KOPPAL,493.7,2674.1,5321,6307.5,1873426,681.7,12.2,164.8,74.4,19.6,815.8
29,573,KARNATAKA,MANDYA,427.3,4576.2,8877.8,12019.4,2252193,1674.8,13.5,386.9,207.7,37.4,1445.7
29,577,KARNATAKA,MYSURU,2602,18742.2,56189.2,43775.7,3971061,11980.2,106.2,2074.9,726.9,303.3,6229.8
29,559,KARNATAKA,RAICHUR,854,4048.1,8938.6,11245.8,2596405,1140.5,8.3,343.6,131.4,41.9,1471.4
29,584,KARNATAKA,RAMANAGARA,2516.5,4795.5,17651.9,14011.1,1394303,1966.9,5,234.8,104.9,108.7,949.5
29,568,KARNATAKA,SHIVAMOGGA,866.9,7854.8,20809.2,16363.5,2253788,3387.5,28.6,758,352,59.2,2177.8
29,571,KARNATAKA,TUMAKURU,1276.5,8262.8,18022.2,17540.6,3325959,3067.2,10.5,747.8,240.6,68.9,2194.3
29,569,KARNATAKA,UDIPI,1307.1,10073.9,38331.9,16961,1372400,5044.9,45.3,912,781.6,53.6,1517.1
29,563,KARNATAKA,UTTAR KANNAD,711.9,6755.4,18696.8,6771.1,1924844,1019.1,14.8,309.5,255.9,27.4,1199.4
29,580,KARNATAKA,YADGIR,292.9,2072.8,3479.7,4365.7,1666279,446.7,5.1,128.3,44.7,20,582
32,598,KERALA,ALAPUZHA,1056.4,11935.4,48547.4,25644.6,2631078,5995.8,20.5,1409.9,1197.2,107.2,3555.8
32,595,KERALA,ERNAKULAM,15439.9,38926.2,179971.5,180201.3,4203855,28098.2,127.6,5094.6,3440.7,909.4,11680.8
32,596,KERALA,IDUKKI,592.6,4516.2,12095.5,12707.6,1236674,2608.8,4,601.9,656.2,32.7,1234.9
32,589,KERALA,KANNUR,1299.9,16300.8,43760.1,22845.9,3197092,6328.4,7.5,1811.2,851.9,143.4,2616.2
32,588,KERALA,KASARAGOD,517.6,6035.2,12810.6,10845.9,1606870,2275.2,5.3,844,360.4,44,1064
32,600,KERALA,KOLLAM,1188.5,14099.3,51385,32278.3,2941367,7936.7,11.3,1841.5,1131.8,89.5,4254.7
32,597,KERALA,KOTTAYAM,1852,15542,65489.4,33575.1,2391402,9740.6,11.8,1964.4,1745.1,159.5,3794.7
32,591,KERALA,KOZHIKODE,2892,18464.7,47750,37544.4,4004966,8813.3,137.8,2962.1,1338.8,258.5,3923.8
32,592,KERALA,MALAPPURAM,2264.4,21437.3,36796.5,22364.5,5305179,3508.2,13.2,2410.6,686.2,195.2,2439.4
32,593,KERALA,PALAKKAD,1427.6,13406,42142.8,27835.8,3583229,6377.1,15.1,1364.2,695,174.3,3694.8
32,599,KERALA,PATHANAMTHITTA,727.9,11884.1,64356.7,16394.9,1566123,4328.4,9.6,1080,783.6,61.9,2451.5
32,601,KERALA,THIRUVANANTHAPURAM,8437.6,30885.4,122931.3,89579.2,3900210,20330.9,109.6,3073.7,1715.1,493.6,8775.8
32,594,KERALA,THRISSUR,3920.2,24202.5,100564.2,53191.6,3900036,10858.7,46.8,2431.7,1596.3,354.9,5356.2
32,590,KERALA,WAYANAD,367.9,2875.4,5893.8,7048.3,1005993,1429.9,4.8,369.5,280.6,41.8,759.5
38,4,LADAKH,KARGIL,704.4,1638.8,3196,1266.7,222396,355.7,46,43.6,0.6,3.9,448.7
38,3,LADAKH,LEH LADAKH,974.4,2292.4,6160.7,2924.2,217943,222.2,85.6,147.5,4.2,7,1444
31,587,LAKSHADWEEP,LAKSHADWEEP,271.3,1036.9,1588.9,185,67481,25.8,0.3,1.4,0.5,0.3,87.5
23,724,MADHYA PRADESH,AGAR-MALWA,84.5,686.1,1225.2,2803.8,845995,207.2,5.1,69,8.3,6.9,249.8
23,465,MADHYA PRADESH,ALIRAJPUR,74.3,777.1,1269.8,735.6,1155990,152.6,4.2,42.5,5,5.6,196.5
23,461,MADHYA PRADESH,ANUPPUR,210.2,2193.8,4775.9,1290.7,1145942,127.6,39.8,77,10.6,6.4,488.7
23,459,MADHYA PRADESH,ASHOKNAGAR,145.4,1257.3,2579.5,3113.5,1372462,143.9,6.3,74.4,11.6,9.8,363.5
23,457,MADHYA PRADESH,BALAGHAT,361.2,3019.9,5848.1,3926.6,2363915,659.6,27.7,234,29.9,13.1,892.6
23,441,MADHYA PRADESH,BARWANI,241.3,1631.3,3668.6,4328.7,2222716,483.4,8.7,206.6,28.4,15.1,512.7
23,447,MADHYA PRADESH,BETUL,352.7,4350.4,9384.4,5315.5,2230095,660.1,25.5,273.3,50.4,25.9,832.9
23,420,MADHYA PRADESH,BHIND,196.4,3334.2,5181.9,2561.8,2518019,235.7,19.6,125.3,18.6,13.8,798.8
23,444,MADHYA PRADESH,BHOPAL,7893.1,42137.9,133135.1,105826.2,3727906,14770.3,105.1,3056.6,657.6,453.9,5750.8
23,467,MADHYA PRADESH,BURHANPUR,230.2,1580.7,3519.1,2623.1,1144654,278.7,7.3,92.8,28.1,12.6,296.3
23,425,MADHYA PRADESH,CHHATARPUR,411.4,4204.3,7941.1,3737.6,2694826,410.6,2.9,209.6,24.1,29.7,716
23,455,MADHYA PRADESH,CHHINDWARA,500.8,4284.9,9988.4,6943,2994834,1004.5,27.5,453.8,42.4,39.5,1139.4
23,428,MADHYA PRADESH,DAMOH,226.4,2263,4315.6,2786.4,1830018,296.9,4.4,142.6,13.9,11.5,593.8
23,422,MADHYA PRADESH,DATIA,147.4,1750.2,3260.4,2325.4,1243145,171.9,0.8,79,10,13.9,400.7
23,437,MADHYA PRADESH,DEWAS,495.4,3456.7,7689.8,9501.4,2324601,1342.4,14.8,348.3,53.9,60.8,910.9
23,438,MADHYA PRADESH,DHAR,628,4410.2,9655.4,10695.4,3419232,1532.3,23.3,443.1,55.1,107,1054.3
23,453,MADHYA PRADESH,DINDORI,82.9,983.7,1592.1,749.2,1160642,81.7,15.9,37.9,2.3,3.4,244.9
23,466,MADHYA PRADESH,EAST NIMAR,287.3,2365,5492.6,5640.2,1902951,1003.2,12.8,191.1,42.4,25.3,760.2
23,458,MADHYA PRADESH,GUNA,321,2171.8,4977.7,5474.5,1868528,388.8,6.7,187.9,33.4,28.1,902.6
23,421,MADHYA PRADESH,GWALIOR,1793,12051.8,34574.9,20917.8,3264266,3950.6,48.5,1931.9,243.2,189.6,2959
23,448,MADHYA PRADESH,HARDA,165.3,1606.2,3291.1,3926.5,843500,450.1,9.2,109.3,22.4,11.8,312.9
23,449,MADHYA PRADESH,NARMADAPURAM,568.1,4264.2,10191.3,9696.2,1731832,1442.5,35.5,310.4,54.5,36.9,999
23,439,MADHYA PRADESH,INDORE,9054.8,29161.1,105980.7,100588.7,5301497,23885.4,173.6,4674.4,1275.7,966.6,7972.6
23,451,MADHYA PRADESH,JABALPUR,2984.8,14459.8,43369.9,29370,3603268,5354.2,57.4,1593.2,213.5,361.3,3472.8
23,464,MADHYA PRADESH,JHABUA,134.8,1095,2005,2387.8,1631239,425.9,8.9,103.9,13.1,8,480.6
23,450,MADHYA PRADESH,KATNI,576.2,3831.4,8478.7,5174.9,1880175,697.2,12.1,286.6,31.8,16.9,861.9
23,454,MADHYA PRADESH,MANDLA,190.8,2209.3,4217.7,2084.1,1400622,229.7,24.5,165.7,10,5.8,523.5
23,433,MADHYA PRADESH,MANDSAUR,382.1,2584.3,5557.5,7391.5,1815540,704.6,20.6,246.6,37.1,35.3,700.7
23,419,MADHYA PRADESH,MORENA,329.8,3311.4,6091.9,4833.7,3018829,534.9,8.8,184.3,22,36.2,1113.4
23,452,MADHYA PRADESH,NARSIMHAPUR,381.5,2695.2,5894.6,5396.7,1615268,405.4,10.5,163.8,22.1,13,501.5
23,432,MADHYA PRADESH,NEEMUCH,340.3,1912.7,4436.2,4854.7,1161008,492.7,9.3,196.7,29.6,22.2,616.1
23,782,MADHYA PRADESH,NIWARI,49.4,713.5,1229.2,396.4,616160,38,0.4,20.5,2.9,2.8,165
23,426,MADHYA PRADESH,PANNA,108,2086.1,3519.1,1432.6,1555566,91.8,3,58.8,7.4,7,425.7
23,446,MADHYA PRADESH,RAISEN,328.2,2710.5,5155.8,7212.1,2001409,1008.4,26.4,223.2,24.6,25,558.7
23,442,MADHYA PRADESH,RAJGARH,236,1811.1,3689.6,6534.3,2286059,460.9,13.4,196.4,28.3,22.7,914.8
23,434,MADHYA PRADESH,RATLAM,585.6,3592.5,8255.1,11013.2,2135819,1502.1,32.5,410.6,57.9,65.8,1129.7
23,430,MADHYA PRADESH,REWA,620.3,6548,13264.1,6107.9,3587374,862.7,9.5,420.5,36.9,41,918.9
23,427,MADHYA PRADESH,SAGAR,829.7,6561.5,15246.3,8800.2,3558330,1110.2,15.6,453.7,53.2,42.7,1251
23,429,MADHYA PRADESH,SATNA,573,5367.6,12642.5,5749.1,3353003,673.8,11,425.4,35.4,41.3,776
23,445,MADHYA PRADESH,SEHORE,372.4,3164.7,6448.7,7493.7,2005618,769.6,16.4,229.1,33.9,31.2,652.3
23,456,MADHYA PRADESH,SEONI,263.2,2644.6,5039.6,3758,2017252,526.1,16.3,175.2,18.1,13.8,620.8
23,460,MADHYA PRADESH,SHAHDOL,293.5,3015.1,6090.1,2603.1,1366288,340.8,10.7,217.7,17.9,21.1,618.6
23,436,MADHYA PRADESH,SHAJAPUR,194.8,1577.6,3114.9,5714.5,1364668,357.1,9.7,151.7,29.3,19.9,516
23,418,MADHYA PRADESH,SHEOPUR,96.4,943.9,1475.3,1398.7,1153626,77.5,2.1,41.2,5.7,9.1,231.9
23,423,MADHYA PRADESH,SHIVPURI,324.9,2686.2,5235.8,3705.9,2637485,245,3.5,198.3,16,18.3,778.7
23,462,MADHYA PRADESH,SIDHI,178.9,2647.3,4178.8,1502.5,1651270,95.4,2.9,148.1,8.4,16.3,407.9
23,463,MADHYA PRADESH,SINGRAULI,571.7,3736.4,15369,2322,1998779,159.8,6.9,261.8,19.8,16.2,671.8
23,424,MADHYA PRADESH,TIKAMGARH,181.8,1773.5,3273.8,1551.9,1565801,116.7,1.7,60.3,7,8.3,345.8
23,435,MADHYA PRADESH,UJJAIN,974,6799.3,18113.4,15856.5,2871304,2593.9,37.4,761.5,110.5,94.2,1643
23,431,MADHYA PRADESH,UMARIA,149.1,1653.6,3147.7,1060.4,1082127,93.8,16.9,60.4,7.4,5.1,386.3
23,443,MADHYA PRADESH,VIDISHA,331.2,2846.2,5946.5,6685.9,2179378,606.5,4.9,168.7,33.6,37.7,537.4
23,440,MADHYA PRADESH,WEST NIMAR,443.2,2997.9,6604.6,7883.5,2759205,1321.4,17.8,328,50.9,35.3,883.9
27,522,MAHARASHTRA,AHMADNAGAR,3227.2,13940.9,35865.4,28611.1,6306930,5280,85.9,1761.4,308.2,364.1,3065.5
27,501,MAHARASHTRA,AKOLA,1012.1,4729.8,12005.7,9351.9,2533134,1922.3,25,404.9,138.3,86.8,1462.3
27,503,MAHARASHTRA,AMRAVATI,1952.6,9974.4,22254.7,17034,3985345,4713.1,42.3,788.3,232.7,92.3,2455.1
27,506,MAHARASHTRA,BHANDARA,526.2,3871,7684.3,3279.7,1441683,665.2,5.3,214.1,56.6,21.6,599.5
27,523,MAHARASHTRA,BID,1748.6,5283.3,11460.8,9142.9,3734985,1731.4,13.6,444.4,83.4,100.9,1648.1
27,500,MAHARASHTRA,BULDHANA,1255.8,5659.7,14846.6,11796.6,3656455,1865.2,24,412.5,135.1,108.6,1867.5
27,509,MAHARASHTRA,CHANDRAPUR,1602.8,8344,19596.8,8862.6,2913005,1798.8,19.2,694.2,98.6,54.8,1647.1
27,498,MAHARASHTRA,DHULE,1115.1,5558.8,12904.2,9954.1,3065934,2195.5,17.7,392.5,97.5,90.4,1472.5
27,508,MAHARASHTRA,GADCHIROLI,622.1,2890.1,5025.7,1836.9,1463980,375.2,4.1,149.3,22.4,5.5,467.2
27,507,MAHARASHTRA,GONDIA,691.4,3939.2,7355.7,3916.5,1947236,569.5,7.9,278.5,37.7,26.7,507.6
27,512,MAHARASHTRA,HINGOLI,433.7,1638.7,3272.9,3401,1692314,487.5,5.1,173.3,27.7,29.2,520.1
27,499,MAHARASHTRA,JALGAON,2260.9,11729.1,27351.7,20373.2,5954197,5065.6,51.9,709.8,213.3,223.6,2576.4
27,514,MAHARASHTRA,JALNA,1124.3,3235.4,7222.5,9209.7,2883388,1205.3,6.2,341.3,58.6,74.3,1058.1
27,530,MAHARASHTRA,KOLHAPUR,3450.6,12337.5,36394.4,57528.3,4806655,7954.1,116.4,1899.7,463.7,17791.7,7900.7
27,524,MAHARASHTRA,LATUR,1506.1,5119,12670.1,12897.8,3432029,2274.8,13.6,575.2,124.9,103.3,2010.3
27,519,MAHARASHTRA,MUMBAI,347713.8,154186.2,2094187.7,1910841.2,3226420,70541.4,14288.6,5591.9,3248.6,54130,38409.1
27,518,MAHARASHTRA,MUMBAI SUBURBAN,138552,190261.7,1237744.3,1708944.1,13260220,387265.2,855.6,53204,11277.6,73763.6,137048.2
27,505,MAHARASHTRA,NAGPUR,10111.3,40623.3,133265.5,79133.5,6548380,22681.5,187.6,3583.9,1174.5,497.8,7850.2
27,511,MAHARASHTRA,NANDED,1679,6287.6,14713.3,14473.2,4760901,2630.8,17.8,648.8,124.4,73.2,3123.5
27,497,MAHARASHTRA,NANDURBAR,621.6,3086.5,6108,4367.5,2553565,1164.3,9.7,184.8,33.2,44.5,694
27,516,MAHARASHTRA,NASIK,7732.6,28928,87423.7,67610.2,9062916,22786.1,170.3,3048.3,648.8,703.3,6647.4
27,732,MAHARASHTRA,PALGHAR,3473.4,14984.9,39156.4,22840.2,4777228,12181.2,18.7,959.8,177.5,367.3,2867.4
27,513,MAHARASHTRA,PARBHANI,712.3,3261.7,6584,7062.4,2615703,869.2,7.4,298.1,56.3,54.5,1173.6
27,521,MAHARASHTRA,PUNE,64495.3,136470.7,545782.8,421490.8,14710848,154528.1,544.8,14376.4,2356.6,3972.7,31133.8
27,520,MAHARASHTRA,RAIGAD,4686.6,20769,60766,40722.8,3828358,23609.2,50.7,1737.9,437,247.1,4781.6
27,528,MAHARASHTRA,RATNAGIRI,1167.1,6832.4,14830.3,8443.2,1880323,2333.9,24.9,439.6,128.1,39.4,892.4
27,531,MAHARASHTRA,SANGLI,1819.5,8282.2,23506.2,18792.9,3953340,2944.9,37,956,223.6,177.1,1604.9
27,527,MAHARASHTRA,SATARA,1767.9,8669.1,24646.8,17429,3846530,4386.4,32.6,1054.3,230.2,195.9,1833.2
27,529,MAHARASHTRA,SINDHUDURG,564.8,3751.7,8933.8,3676.6,982304,931.3,10.4,249.8,105.3,21.1,429
27,526,MAHARASHTRA,SOLAPUR,3082.7,12752.3,31866.6,28842.2,5893725,5516.1,80.5,1518.2,271.6,178.3,3570.3
27,517,MAHARASHTRA,THANE,27302.7,85146.2,320843.7,195658,12317267,102494.8,531.4,6820.9,1762,8775.5,16711.8
27,504,MAHARASHTRA,WARDHA,859.9,5354.9,11990.9,9707.7,1701101,1224.2,12.4,273.1,109,42.8,782.7
27,502,MAHARASHTRA,WASHIM,491.9,1902.9,4091,4287.2,1687647,943.2,7.5,149.3,39.1,33.3,656
27,510,MAHARASHTRA,YAVATMAL,1263,6695.1,15321.6,10689.9,3865073,2161.6,13.9,493.3,128.8,71.2,1684.4
14,275,MANIPUR,BISHENPUR,19.7,310.1,394.4,557.7,370233,92.1,0.9,21,0.8,1.1,287.3
14,280,MANIPUR,CHANDEL,7.9,111.5,134.9,210.7,131985,22.2,0,1.6,0.3,0,176.6
14,274,MANIPUR,CHURACHANDPUR,71.2,843.7,1267.7,1015.3,322287,226.8,1,18.2,2.1,1.9,626.3
14,278,MANIPUR,IMPHAL EAST,220.5,950.2,1701,1452.1,527499,232.9,13.1,110.9,8.2,7.4,684
14,277,MANIPUR,IMPHAL WEST,1183.3,4828.1,8445.1,6184.7,773644,1045.9,16.8,632.8,50.1,24.1,2895.3
14,766,MANIPUR,JIRIBAM,8.4,118.5,153.3,53.3,68835,1.7,0,1.2,0,0,45
14,768,MANIPUR,KAKCHING,29.3,185.2,244.7,367.2,234393,84.2,0.1,4.9,0.8,0.6,195.8
14,767,MANIPUR,KANGPOKPI,32.6,241.6,357.1,320,328199,39.7,0,7.2,1.3,0,225.9
14,771,MANIPUR,NONEY,4.4,22,30.9,31.9,71161,0,0.1,0.2,0.1,0,26.7
14,272,MANIPUR,SENAPATI,34.3,435.2,605,546.7,598213,99.5,0.7,17.6,2.6,1.8,315
14,273,MANIPUR,TAMENGLONG,6,104.8,142.5,113,166518,2.5,0.1,2.6,0.2,0,95.3
14,769,MANIPUR,TENGNOUPAL,14.8,89.5,123,159.2,95129,17.7,0,3.8,0.2,0,126.6
14,276,MANIPUR,THOUBAL,30,344.4,473.2,840.5,497461,159.6,0.5,27.9,2.1,7.7,410.6
14,279,MANIPUR,UKHRUL,23.8,355.1,421.6,242.3,224403,5.1,0,5.2,0.2,0,204.4
17,294,MEGHALAYA,EAST GARO HILLS,67.3,244.5,432.7,275.6,238076,11.5,0.2,24,1,2.5,173.9
17,714,MEGHALAYA,EAST JAINTIA HILLS,56.4,244.2,630.3,160.9,210635,7.6,0,13.3,1,1.2,51
17,298,MEGHALAYA,EAST KHASI HILLS,2157.3,9378.7,22593.1,7484.4,1294147,688.1,21,629.5,194.8,33.4,2363.6
17,712,MEGHALAYA,NORTH GARO HILLS,50.8,244.2,387.8,264.9,256762,8.6,0,13.4,0.4,0.8,189.4
17,297,MEGHALAYA,RI BHOI,162.9,729.2,1904,2422.4,498240,254.4,0.2,231.8,10,5.7,972.1
17,295,MEGHALAYA,SOUTH GARO HILLS,24.3,166.2,236.7,142,219013,8.1,0,3.4,0.3,0.3,107.6
17,711,MEGHALAYA,SOUTH WEST GARO HILLS,44.6,209.9,320,226.5,206170,9.1,0,9.4,0.5,3.4,153.2
17,713,MEGHALAYA,SOUTH WEST KHASI HILLS,17.2,144.9,223,83.8,154001,5.6,0,2.1,1.6,0.3,60.5
17,293,MEGHALAYA,WEST GARO HILLS,270.5,1212.1,2186.3,1238.5,917585,127.6,0.5,95.6,10.2,7.2,724.3
17,296,MEGHALAYA,WEST KHASI HILLS,25.1,229.3,316.9,156.7,236008,10.4,0.1,4.4,1.9,1.6,97.3
15,283,MIZORAM,AIZAWL,638.4,4050.3,8685.5,3512.2,580956,1069.7,2.2,246.6,8.9,16.2,1143.3
15,284,MIZORAM,CHAMPHAI,43.9,173.1,325.8,173.8,105145,46.4,0,3.4,0.3,1.3,68.1
15,994,MIZORAM,HNAHTHIAL,,,,,,5.7,0,0.4,0,0,15.4
15,996,MIZORAM,KHAWZAWL,6.5,55.5,87.1,77.1,,19.1,0,0.6,0.3,0,42.2
15,282,MIZORAM,KOLASIB,16.9,175.9,320.6,215.6,150898,50.9,0,1.3,0.5,0.3,97.5
15,287,MIZORAM,LAWNGTLAI,86.7,159.4,313.9,258.3,181109,75.2,0,5.8,0.5,1.8,137.2
15,286,MIZORAM,LUNGLEI,43.8,354.7,638.3,372.7,191882,92.5,0.1,10.3,1.3,1.5,166.8
